kota_administrasi,kecamatan,kelurahan,lama_genangan,jumlah_tempat_pengungsian,jumlah_luka_ringan,jumlah_luka_berat,jumlah_meninggal,ketinggian_air_minimal,ketinggian_air_maksimal,avg_ketinggian_air,total_kejadian,total_rw,cluster
6.0,12.0,510.0,3.0,3.0,0.0,0.0,0.0,10.0,40.0,25.0,3.0,15.0,2.0
6.0,12.0,511.0,2.0,0.0,0.0,0.0,0.0,10.0,15.0,12.5,2.0,4.0,3.0
6.0,12.0,519.0,2.0,2.0,0.0,0.0,0.0,80.0,150.0,115.0,2.0,10.0,2.0
6.0,84.0,333.0,2.0,0.0,0.0,0.0,0.0,40.0,50.0,45.0,2.0,21.0,3.0
6.0,84.0,435.0,2.0,0.0,0.0,0.0,0.0,80.0,90.0,85.0,2.0,8.0,3.0
6.0,87.0,337.0,2.0,9.0,0.0,0.0,0.0,0.0,20.0,10.0,2.0,13.0,0.0
6.0,87.0,348.0,3.0,9.0,0.0,0.0,0.0,30.0,70.0,50.0,3.0,7.0,0.0
6.0,87.0,487.0,2.0,9.0,0.0,0.0,0.0,0.0,60.0,30.0,2.0,1.0,2.0
6.0,87.0,488.0,3.0,9.0,0.0,0.0,0.0,15.0,30.0,22.5,2.0,15.0,2.0
6.0,87.0,550.0,3.0,9.0,0.0,0.0,0.0,80.0,90.0,85.0,3.0,7.0,4.0
6.0,87.0,551.0,3.0,9.0,0.0,0.0,0.0,80.0,90.0,85.0,3.0,3.0,3.0
6.0,109.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,2.0,7.0,3.0
6.0,116.0,309.0,2.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,2.0,5.0,0.0
6.0,136.0,319.0,2.0,0.0,0.0,0.0,0.0,30.0,70.0,50.0,2.0,7.0,2.0
6.0,136.0,431.0,2.0,0.0,0.0,0.0,0.0,20.0,50.0,35.0,2.0,2.0,0.0
6.0,136.0,522.0,2.0,0.0,0.0,0.0,0.0,50.0,60.0,55.0,2.0,13.0,2.0
6.0,136.0,545.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,2.0,5.0,1.0
6.0,136.0,563.0,2.0,0.0,0.0,0.0,0.0,50.0,85.0,67.5,2.0,14.0,1.0
1.0,10.0,61.0,2.0,5.0,0.0,0.0,0.0,10.0,100.0,55.0,2.0,9.0,3.0
1.0,10.0,92.0,4.0,4.0,0.0,0.0,0.0,50.0,150.0,100.0,4.0,8.0,3.0
1.0,10.0,308.0,7.0,18.0,0.0,0.0,0.0,20.0,100.0,60.0,7.0,14.0,2.0
1.0,10.0,325.0,4.0,18.0,0.0,0.0,0.0,10.0,100.0,55.0,4.0,8.0,2.0
1.0,10.0,484.0,4.0,3.0,0.0,0.0,0.0,10.0,100.0,55.0,4.0,4.0,3.0
1.0,78.0,546.0,6.0,22.0,0.0,0.0,0.0,20.0,110.0,65.0,6.0,16.0,3.0
1.0,82.0,329.0,4.0,1.0,0.0,0.0,0.0,0.0,100.0,50.0,4.0,4.0,1.0
1.0,82.0,328.0,4.0,2.0,0.0,0.0,0.0,0.0,40.0,20.0,4.0,2.0,3.0
1.0,82.0,91.0,3.0,1.0,0.0,0.0,0.0,80.0,100.0,90.0,3.0,1.0,0.0
1.0,82.0,330.0,3.0,1.0,0.0,0.0,0.0,20.0,30.0,25.0,3.0,1.0,3.0
1.0,82.0,517.0,3.0,0.0,0.0,0.0,0.0,15.0,50.0,32.5,3.0,3.0,3.0
1.0,86.0,336.0,4.0,1.0,0.0,0.0,0.0,30.0,150.0,90.0,4.0,5.0,4.0
1.0,86.0,335.0,3.0,0.0,0.0,0.0,0.0,20.0,150.0,85.0,3.0,5.0,0.0
1.0,86.0,138.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,3.0,1.0,1.0
1.0,134.0,441.0,4.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,4.0,1.0,4.0
1.0,134.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,3.0,8.0,0.0
1.0,134.0,93.0,4.0,0.0,0.0,0.0,0.0,30.0,60.0,45.0,3.0,5.0,2.0
1.0,134.0,491.0,2.0,2.0,0.0,0.0,0.0,30.0,50.0,40.0,2.0,1.0,2.0
1.0,20.0,565.0,3.0,7.0,0.0,0.0,0.0,40.0,60.0,50.0,3.0,8.0,0.0
1.0,20.0,542.0,3.0,0.0,0.0,0.0,0.0,20.0,70.0,45.0,3.0,3.0,1.0
1.0,20.0,543.0,3.0,2.0,0.0,0.0,0.0,10.0,50.0,30.0,3.0,2.0,4.0
1.0,20.0,110.0,4.0,9.0,0.0,0.0,0.0,20.0,110.0,65.0,4.0,8.0,4.0
1.0,20.0,134.0,3.0,9.0,0.0,0.0,0.0,30.0,80.0,55.0,3.0,4.0,2.0
1.0,20.0,135.0,3.0,1.0,0.0,0.0,0.0,15.0,80.0,47.5,3.0,12.0,4.0
1.0,20.0,549.0,3.0,1.0,0.0,0.0,0.0,20.0,100.0,60.0,3.0,4.0,3.0
1.0,112.0,133.0,3.0,0.0,0.0,0.0,0.0,0.0,70.0,35.0,3.0,10.0,3.0
1.0,112.0,338.0,3.0,0.0,0.0,0.0,0.0,20.0,60.0,40.0,3.0,5.0,0.0
1.0,112.0,339.0,3.0,0.0,0.0,0.0,0.0,10.0,80.0,45.0,3.0,7.0,0.0
1.0,132.0,456.0,2.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,2.0,1.0,4.0
2.0,19.0,452.0,3.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,3.0,1.0,4.0
2.0,27.0,103.0,3.0,0.0,0.0,0.0,0.0,15.0,50.0,32.5,3.0,1.0,2.0
2.0,27.0,139.0,3.0,0.0,0.0,0.0,1.0,15.0,50.0,32.5,3.0,2.0,4.0
2.0,85.0,512.0,4.0,1.0,0.0,0.0,0.0,50.0,100.0,75.0,4.0,4.0,0.0
2.0,99.0,109.0,3.0,0.0,0.0,0.0,0.0,5.0,10.0,7.5,3.0,1.0,0.0
2.0,99.0,373.0,3.0,0.0,0.0,0.0,0.0,15.0,50.0,32.5,3.0,1.0,0.0
2.0,125.0,432.0,3.0,0.0,0.0,0.0,0.0,5.0,20.0,12.5,3.0,6.0,3.0
2.0,125.0,369.0,2.0,2.0,0.0,0.0,0.0,30.0,60.0,45.0,2.0,12.0,4.0
2.0,125.0,313.0,2.0,1.0,0.0,0.0,0.0,30.0,50.0,40.0,2.0,8.0,3.0
2.0,125.0,112.0,2.0,0.0,0.0,0.0,0.0,30.0,70.0,50.0,2.0,8.0,0.0
2.0,125.0,310.0,2.0,0.0,0.0,0.0,0.0,20.0,60.0,40.0,2.0,3.0,4.0
2.0,135.0,450.0,3.0,14.0,0.0,0.0,0.0,30.0,40.0,35.0,3.0,7.0,0.0
3.0,80.0,74.0,3.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,3.0,1.0,2.0
3.0,80.0,451.0,3.0,1.0,0.0,0.0,0.0,20.0,50.0,35.0,3.0,4.0,4.0
3.0,80.0,483.0,2.0,1.0,0.0,0.0,0.0,40.0,70.0,55.0,2.0,2.0,1.0
3.0,11.0,67.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,1.0,2.0
3.0,81.0,81.0,3.0,2.0,0.0,0.0,0.0,70.0,140.0,105.0,3.0,1.0,3.0
3.0,81.0,461.0,2.0,6.0,0.0,0.0,0.0,20.0,200.0,110.0,2.0,4.0,4.0
3.0,81.0,317.0,1.0,1.0,0.0,0.0,0.0,20.0,90.0,55.0,1.0,1.0,3.0
3.0,113.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,3.0,1.0,0.0
3.0,113.0,299.0,3.0,0.0,0.0,0.0,0.0,30.0,100.0,65.0,3.0,2.0,2.0
3.0,113.0,429.0,3.0,0.0,0.0,0.0,0.0,5.0,10.0,7.5,3.0,1.0,0.0
3.0,113.0,444.0,3.0,0.0,0.0,0.0,0.0,30.0,70.0,50.0,3.0,1.0,2.0
3.0,113.0,489.0,3.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,3.0,2.0,4.0
3.0,117.0,449.0,3.0,0.0,0.0,0.0,0.0,30.0,100.0,65.0,3.0,3.0,0.0
3.0,117.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,3.0,3.0,0.0
3.0,117.0,454.0,3.0,0.0,0.0,0.0,0.0,10.0,15.0,12.5,3.0,1.0,2.0
3.0,117.0,453.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,1.0,1.0,0.0
3.0,117.0,557.0,3.0,0.0,0.0,0.0,0.0,20.0,180.0,100.0,3.0,2.0,1.0
3.0,137.0,370.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,7.5,2.0,1.0,0.0
3.0,137.0,24.0,3.0,1.0,0.0,0.0,0.0,10.0,100.0,55.0,3.0,3.0,0.0
3.0,96.0,442.0,3.0,0.0,0.0,0.0,0.0,20.0,50.0,35.0,3.0,6.0,3.0
3.0,96.0,368.0,3.0,0.0,0.0,0.0,0.0,30.0,40.0,35.0,3.0,3.0,4.0
3.0,96.0,344.0,3.0,0.0,0.0,0.0,0.0,10.0,80.0,45.0,3.0,1.0,2.0
3.0,96.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,3.0,1.0,0.0
3.0,96.0,547.0,3.0,1.0,0.0,0.0,0.0,30.0,100.0,65.0,3.0,4.0,0.0
3.0,126.0,513.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,15.0,1.0,1.0,1.0
3.0,24.0,516.0,1.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,1.0,3.0,1.0
3.0,114.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,1.0,1.0,3.0
4.0,26.0,22.0,3.0,3.0,0.0,0.0,0.0,10.0,80.0,45.0,3.0,7.0,4.0
4.0,26.0,305.0,5.0,4.0,0.0,0.0,0.0,10.0,150.0,80.0,5.0,8.0,4.0
4.0,26.0,16.0,2.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,1.0,4.0
4.0,26.0,76.0,2.0,0.0,0.0,0.0,0.0,10.0,40.0,25.0,2.0,3.0,4.0
4.0,26.0,77.0,2.0,0.0,0.0,0.0,0.0,10.0,40.0,25.0,2.0,3.0,4.0
4.0,26.0,78.0,2.0,0.0,0.0,0.0,0.0,10.0,60.0,35.0,2.0,4.0,1.0
4.0,26.0,80.0,2.0,0.0,0.0,0.0,0.0,10.0,60.0,35.0,2.0,1.0,3.0
4.0,88.0,57.0,1.0,1.0,0.0,0.0,0.0,50.0,150.0,100.0,1.0,6.0,4.0
4.0,88.0,307.0,1.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,1.0,3.0,1.0
4.0,88.0,70.0,1.0,0.0,0.0,0.0,0.0,10.0,40.0,25.0,1.0,3.0,0.0
4.0,88.0,88.0,1.0,1.0,0.0,0.0,0.0,10.0,150.0,80.0,1.0,5.0,1.0
4.0,95.0,366.0,2.0,2.0,0.0,0.0,0.0,5.0,60.0,32.5,2.0,2.0,0.0
4.0,95.0,79.0,3.0,2.0,0.0,0.0,0.0,10.0,160.0,85.0,3.0,3.0,3.0
4.0,95.0,455.0,2.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,4.0,4.0
4.0,95.0,324.0,1.0,0.0,0.0,0.0,1.0,30.0,60.0,45.0,1.0,1.0,1.0
4.0,95.0,116.0,1.0,0.0,0.0,0.0,0.0,30.0,70.0,50.0,1.0,3.0,1.0
4.0,8.0,56.0,2.0,0.0,0.0,0.0,0.0,20.0,80.0,50.0,2.0,10.0,4.0
4.0,8.0,55.0,7.0,4.0,0.0,0.0,0.0,25.0,100.0,62.5,7.0,10.0,0.0
4.0,8.0,130.0,4.0,2.0,0.0,0.0,0.0,20.0,90.0,55.0,4.0,6.0,2.0
4.0,8.0,445.0,2.0,4.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,2.0,0.0
4.0,8.0,463.0,2.0,1.0,0.0,0.0,0.0,10.0,90.0,50.0,2.0,3.0,2.0
4.0,8.0,556.0,4.0,0.0,0.0,0.0,0.0,5.0,20.0,12.5,4.0,1.0,2.0
4.0,8.0,486.0,7.0,4.0,0.0,0.0,0.0,30.0,200.0,115.0,7.0,3.0,0.0
4.0,16.0,458.0,2.0,0.0,0.0,0.0,0.0,40.0,60.0,50.0,2.0,1.0,0.0
4.0,98.0,425.0,2.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,2.0,3.0,2.0
4.0,98.0,558.0,1.0,0.0,0.0,0.0,0.0,10.0,25.0,17.5,1.0,1.0,3.0
4.0,98.0,559.0,1.0,0.0,0.0,0.0,0.0,20.0,50.0,35.0,1.0,2.0,3.0
4.0,98.0,314.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,1.0,3.0
4.0,98.0,322.0,1.0,0.0,0.0,0.0,0.0,20.0,50.0,35.0,1.0,1.0,2.0
4.0,120.0,315.0,1.0,1.0,0.0,0.0,0.0,10.0,150.0,80.0,1.0,5.0,4.0
4.0,120.0,464.0,1.0,0.0,0.0,0.0,0.0,30.0,70.0,50.0,1.0,2.0,4.0
4.0,120.0,75.0,1.0,2.0,0.0,0.0,0.0,10.0,30.0,20.0,1.0,4.0,0.0
4.0,120.0,131.0,1.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,1.0,2.0,4.0
4.0,120.0,490.0,1.0,0.0,0.0,0.0,0.0,10.0,60.0,35.0,1.0,1.0,4.0
4.0,115.0,107.0,1.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,1.0,1.0,0.0
6.0,12.0,71.0,1.0,11.0,0.0,0.0,0.0,10.0,60.0,35.0,1.0,6.0,3.0
6.0,12.0,372.0,5.0,0.0,0.0,0.0,0.0,10.0,35.0,22.5,5.0,7.0,2.0
6.0,12.0,297.0,6.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,6.0,8.0,0.0
6.0,12.0,492.0,7.0,9.0,0.0,0.0,0.0,10.0,70.0,40.0,6.0,9.0,2.0
6.0,12.0,510.0,5.0,9.0,0.0,0.0,0.0,5.0,45.0,25.0,5.0,16.0,2.0
6.0,12.0,511.0,3.0,3.0,0.0,0.0,0.0,10.0,80.0,45.0,3.0,11.0,3.0
6.0,12.0,519.0,3.0,8.0,0.0,0.0,0.0,0.0,80.0,40.0,3.0,8.0,2.0
6.0,84.0,332.0,2.0,2.0,0.0,0.0,0.0,30.0,150.0,90.0,2.0,2.0,3.0
6.0,84.0,435.0,1.0,4.0,0.0,0.0,0.0,15.0,100.0,57.5,2.0,8.0,0.0
6.0,87.0,337.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,12.5,1.0,4.0,2.0
6.0,87.0,348.0,3.0,0.0,0.0,0.0,0.0,15.0,25.0,20.0,3.0,4.0,2.0
6.0,87.0,481.0,1.0,9.0,0.0,0.0,0.0,10.0,70.0,40.0,1.0,3.0,2.0
6.0,87.0,482.0,2.0,1.0,0.0,0.0,0.0,10.0,70.0,40.0,2.0,12.0,1.0
6.0,87.0,550.0,1.0,8.0,0.0,0.0,0.0,5.0,65.0,35.0,1.0,6.0,0.0
6.0,109.0,2.0,3.0,0.0,0.0,0.0,0.0,15.0,60.0,37.5,3.0,3.0,0.0
6.0,109.0,424.0,1.0,4.0,0.0,0.0,0.0,5.0,15.0,10.0,1.0,2.0,0.0
6.0,109.0,423.0,1.0,0.0,0.0,0.0,0.0,10.0,25.0,17.5,1.0,3.0,2.0
6.0,116.0,448.0,5.0,7.0,0.0,0.0,0.0,10.0,60.0,35.0,5.0,6.0,3.0
6.0,116.0,437.0,3.0,1.0,0.0,0.0,0.0,20.0,100.0,60.0,3.0,9.0,0.0
6.0,116.0,309.0,4.0,1.0,0.0,0.0,0.0,20.0,100.0,60.0,4.0,5.0,3.0
6.0,116.0,457.0,3.0,1.0,0.0,0.0,0.0,5.0,50.0,27.5,3.0,10.0,3.0
6.0,116.0,303.0,1.0,0.0,0.0,0.0,0.0,5.0,40.0,22.5,1.0,5.0,0.0
6.0,136.0,319.0,3.0,10.0,0.0,0.0,0.0,20.0,50.0,35.0,3.0,4.0,2.0
6.0,136.0,431.0,3.0,2.0,0.0,0.0,3.0,0.0,70.0,35.0,3.0,10.0,2.0
6.0,136.0,522.0,3.0,8.0,0.0,0.0,0.0,5.0,60.0,32.5,3.0,15.0,2.0
6.0,136.0,545.0,5.0,29.0,0.0,0.0,0.0,30.0,60.0,45.0,5.0,16.0,0.0
6.0,136.0,521.0,3.0,9.0,0.0,0.0,0.0,30.0,50.0,40.0,3.0,8.0,2.0
6.0,136.0,523.0,4.0,8.0,0.0,0.0,0.0,10.0,50.0,30.0,4.0,9.0,3.0
6.0,136.0,563.0,4.0,23.0,0.0,0.0,0.0,20.0,50.0,35.0,4.0,12.0,3.0
1.0,82.0,329.0,3.0,0.0,0.0,0.0,0.0,20.0,60.0,40.0,3.0,1.0,2.0
2.0,135.0,312.0,1.0,0.0,0.0,0.0,0.0,30.0,60.0,45.0,1.0,1.0,2.0
3.0,11.0,460.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,3.0,1.0,0.0
3.0,80.0,451.0,4.0,0.0,0.0,0.0,0.0,50.0,150.0,100.0,4.0,3.0,1.0
3.0,118.0,557.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,2.0,1.0,1.0
3.0,96.0,18.0,3.0,2.0,0.0,0.0,0.0,30.0,200.0,115.0,3.0,3.0,3.0
3.0,137.0,24.0,2.0,0.0,0.0,0.0,0.0,30.0,200.0,115.0,2.0,2.0,4.0
4.0,26.0,305.0,4.0,2.0,0.0,0.0,0.0,30.0,200.0,115.0,4.0,8.0,1.0
4.0,26.0,80.0,2.0,0.0,0.0,0.0,0.0,20.0,60.0,40.0,2.0,1.0,4.0
4.0,95.0,79.0,4.0,1.0,0.0,0.0,0.0,30.0,80.0,55.0,4.0,2.0,3.0
4.0,95.0,116.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,1.0,3.0,0.0
4.0,14.0,306.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,1.0,1.0,2.0
4.0,98.0,427.0,2.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,2.0,1.0,1.0
6.0,116.0,437.0,1.0,0.0,0.0,0.0,0.0,50.0,60.0,55.0,1.0,1.0,1.0
3.0,118.0,23.0,3.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,2.0,1.0,2.0
3.0,81.0,81.0,3.0,0.0,0.0,0.0,0.0,20.0,100.0,60.0,2.0,1.0,3.0
3.0,81.0,461.0,3.0,0.0,0.0,0.0,0.0,30.0,80.0,55.0,2.0,3.0,4.0
4.0,26.0,305.0,3.0,0.0,0.0,0.0,0.0,20.0,100.0,60.0,2.0,7.0,3.0
4.0,88.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,2.0,5.0,1.0
3.0,137.0,318.0,3.0,0.0,0.0,0.0,0.0,20.0,40.0,30.0,3.0,2.0,2.0
3.0,137.0,24.0,4.0,0.0,0.0,0.0,0.0,20.0,150.0,85.0,4.0,3.0,0.0
3.0,137.0,370.0,1.0,0.0,0.0,0.0,0.0,20.0,90.0,55.0,1.0,2.0,2.0
3.0,114.0,439.0,2.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,2.0,3.0,3.0
3.0,81.0,461.0,2.0,0.0,0.0,0.0,0.0,50.0,60.0,55.0,2.0,1.0,1.0
4.0,26.0,305.0,4.0,0.0,0.0,0.0,0.0,20.0,150.0,85.0,4.0,6.0,1.0
4.0,26.0,22.0,4.0,0.0,0.0,0.0,0.0,10.0,80.0,45.0,4.0,3.0,1.0
4.0,88.0,57.0,3.0,0.0,0.0,0.0,0.0,20.0,100.0,60.0,3.0,6.0,1.0
4.0,88.0,70.0,2.0,0.0,0.0,0.0,0.0,60.0,300.0,180.0,2.0,4.0,3.0
4.0,115.0,107.0,1.0,0.0,0.0,0.0,0.0,50.0,80.0,65.0,1.0,2.0,0.0
1.0,10.0,325.0,1.0,0.0,0.0,0.0,0.0,20.0,40.0,30.0,1.0,2.0,0.0
1.0,20.0,564.0,1.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,1.0,3.0,4.0
1.0,79.0,546.0,1.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,1.0,1.0,3.0
1.0,82.0,91.0,1.0,0.0,0.0,0.0,0.0,30.0,40.0,35.0,1.0,1.0,0.0
1.0,82.0,329.0,1.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,1.0,3.0,0.0
3.0,81.0,461.0,1.0,0.0,0.0,0.0,0.0,40.0,50.0,45.0,1.0,1.0,0.0
3.0,114.0,439.0,1.0,0.0,0.0,0.0,0.0,20.0,50.0,35.0,1.0,2.0,1.0
3.0,118.0,557.0,1.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,1.0,1.0,1.0
3.0,137.0,24.0,1.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,1.0,1.0,3.0
4.0,26.0,22.0,1.0,0.0,0.0,0.0,0.0,10.0,40.0,25.0,1.0,1.0,4.0
4.0,26.0,305.0,1.0,0.0,0.0,0.0,0.0,10.0,60.0,35.0,1.0,7.0,4.0
4.0,88.0,57.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,1.0,1.0,0.0
4.0,95.0,79.0,1.0,0.0,0.0,0.0,0.0,20.0,40.0,30.0,1.0,2.0,0.0
4.0,98.0,428.0,1.0,0.0,0.0,0.0,0.0,20.0,40.0,30.0,1.0,1.0,0.0
3.0,80.0,451.0,1.0,0.0,0.0,0.0,0.0,20.0,60.0,40.0,1.0,1.0,1.0
3.0,80.0,483.0,1.0,0.0,0.0,0.0,0.0,15.0,20.0,17.5,1.0,2.0,0.0
3.0,81.0,81.0,4.0,0.0,0.0,0.0,0.0,10.0,80.0,45.0,4.0,1.0,0.0
3.0,81.0,461.0,3.0,0.0,0.0,0.0,0.0,20.0,25.0,22.5,3.0,3.0,0.0
3.0,113.0,489.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,1.0,1.0,0.0
3.0,114.0,439.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,12.5,1.0,2.0,4.0
3.0,118.0,557.0,4.0,0.0,0.0,0.0,0.0,10.0,40.0,25.0,4.0,1.0,3.0
3.0,137.0,24.0,2.0,0.0,0.0,0.0,0.0,10.0,15.0,12.5,2.0,1.0,4.0
3.0,137.0,318.0,3.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,3.0,1.0,3.0
4.0,26.0,22.0,3.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,3.0,2.0,4.0
4.0,26.0,305.0,5.0,0.0,0.0,0.0,0.0,40.0,70.0,55.0,5.0,7.0,1.0
4.0,88.0,57.0,2.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,2.0,1.0,1.0
1.0,10.0,61.0,4.0,1.0,0.0,0.0,0.0,10.0,100.0,55.0,4.0,4.0,3.0
1.0,10.0,92.0,4.0,4.0,0.0,0.0,0.0,30.0,100.0,65.0,2.0,4.0,3.0
1.0,10.0,308.0,3.0,1.0,0.0,0.0,0.0,5.0,30.0,17.5,3.0,14.0,2.0
1.0,10.0,325.0,4.0,1.0,0.0,0.0,0.0,10.0,50.0,30.0,4.0,5.0,2.0
1.0,10.0,484.0,4.0,2.0,0.0,0.0,0.0,30.0,100.0,65.0,2.0,6.0,3.0
1.0,20.0,564.0,3.0,1.0,0.0,0.0,0.0,30.0,50.0,40.0,3.0,2.0,3.0
1.0,79.0,300.0,3.0,1.0,0.0,0.0,0.0,20.0,60.0,40.0,3.0,11.0,0.0
1.0,79.0,302.0,3.0,1.0,0.0,0.0,0.0,25.0,30.0,27.5,2.0,3.0,2.0
1.0,79.0,434.0,2.0,1.0,0.0,0.0,0.0,20.0,30.0,25.0,2.0,1.0,3.0
1.0,79.0,546.0,5.0,1.0,0.0,0.0,0.0,80.0,100.0,90.0,2.0,16.0,3.0
1.0,82.0,329.0,2.0,1.0,0.0,0.0,0.0,20.0,40.0,30.0,2.0,2.0,4.0
1.0,82.0,330.0,2.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,3.0,3.0
1.0,86.0,138.0,1.0,1.0,0.0,0.0,0.0,5.0,30.0,17.5,1.0,4.0,0.0
1.0,86.0,336.0,3.0,1.0,0.0,0.0,0.0,20.0,70.0,45.0,2.0,6.0,0.0
1.0,86.0,375.0,2.0,1.0,0.0,0.0,0.0,15.0,25.0,20.0,2.0,1.0,1.0
1.0,86.0,515.0,2.0,1.0,0.0,0.0,0.0,15.0,30.0,22.5,2.0,1.0,3.0
3.0,11.0,67.0,2.0,0.0,0.0,0.0,0.0,40.0,70.0,55.0,2.0,2.0,2.0
3.0,11.0,349.0,1.0,0.0,0.0,0.0,0.0,20.0,40.0,30.0,1.0,1.0,1.0
3.0,11.0,460.0,10.0,2.0,0.0,0.0,0.0,20.0,200.0,110.0,7.0,5.0,4.0
3.0,24.0,64.0,3.0,1.0,0.0,0.0,0.0,20.0,60.0,40.0,3.0,2.0,3.0
3.0,24.0,128.0,2.0,0.0,0.0,0.0,0.0,15.0,30.0,22.5,2.0,6.0,0.0
3.0,24.0,350.0,2.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,2.0,1.0,4.0
3.0,24.0,516.0,2.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,10.0,0.0
3.0,80.0,74.0,5.0,1.0,0.0,0.0,0.0,20.0,60.0,40.0,5.0,1.0,4.0
3.0,80.0,451.0,2.0,1.0,0.0,0.0,0.0,50.0,50.0,50.0,2.0,2.0,1.0
3.0,81.0,111.0,2.0,1.0,0.0,0.0,0.0,5.0,10.0,7.5,2.0,1.0,0.0
3.0,96.0,18.0,6.0,5.0,0.0,0.0,0.0,30.0,50.0,40.0,3.0,3.0,3.0
3.0,96.0,442.0,2.0,1.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,3.0,0.0
3.0,113.0,299.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,2.0,1.0,2.0
3.0,113.0,443.0,4.0,1.0,0.0,0.0,0.0,30.0,50.0,40.0,4.0,2.0,3.0
3.0,113.0,489.0,6.0,1.0,0.0,0.0,0.0,10.0,70.0,40.0,3.0,2.0,2.0
3.0,114.0,316.0,2.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,2.0,2.0,1.0
3.0,114.0,439.0,2.0,1.0,0.0,0.0,0.0,80.0,80.0,80.0,2.0,5.0,3.0
3.0,137.0,24.0,4.0,1.0,0.0,0.0,0.0,10.0,50.0,30.0,4.0,1.0,1.0
3.0,137.0,318.0,5.0,1.0,0.0,0.0,0.0,10.0,20.0,15.0,5.0,1.0,4.0
4.0,8.0,55.0,5.0,1.0,0.0,0.0,0.0,30.0,70.0,50.0,3.0,2.0,4.0
4.0,8.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,1.0,1.0,2.0
4.0,8.0,130.0,2.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,2.0,2.0,4.0
4.0,8.0,486.0,4.0,1.0,0.0,0.0,0.0,10.0,90.0,50.0,4.0,1.0,0.0
4.0,13.0,69.0,2.0,1.0,0.0,0.0,0.0,10.0,20.0,15.0,2.0,1.0,1.0
4.0,13.0,462.0,2.0,0.0,0.0,0.0,0.0,30.0,40.0,35.0,2.0,4.0,1.0
4.0,14.0,62.0,4.0,0.0,0.0,0.0,0.0,40.0,100.0,70.0,4.0,6.0,3.0
