kota_administrasi,kecamatan,kelurahan,lama_genangan,jumlah_tempat_pengungsian,jumlah_luka_ringan,jumlah_luka_berat,jumlah_meninggal,ketinggian_air_minimal,ketinggian_air_maksimal,avg_ketinggian_air,total_kejadian,total_rw,cluster
4.0,13.0,514.0,8.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,8.0,1.0,0.0
4.0,13.0,69.0,7.0,2.0,0.0,0.0,0.0,30.0,80.0,55.0,6.0,1.0,1.0
4.0,13.0,17.0,7.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,7.0,1.0,1.0
4.0,13.0,462.0,7.0,1.0,0.0,0.0,0.0,50.0,100.0,75.0,7.0,1.0,2.0
4.0,14.0,340.0,3.0,3.0,0.0,0.0,0.0,20.0,50.0,35.0,3.0,1.0,3.0
4.0,14.0,62.0,3.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,3.0,1.0,4.0
4.0,115.0,440.0,10.0,2.0,0.0,0.0,0.0,10.0,50.0,30.0,10.0,1.0,0.0
4.0,115.0,107.0,16.0,3.0,0.0,0.0,0.0,30.0,200.0,115.0,16.0,1.0,1.0
4.0,115.0,301.0,4.0,3.0,0.0,0.0,0.0,20.0,50.0,35.0,4.0,1.0,3.0
4.0,115.0,304.0,8.0,3.0,0.0,0.0,0.0,10.0,50.0,30.0,8.0,1.0,3.0
4.0,95.0,79.0,17.0,3.0,0.0,0.0,0.0,50.0,215.0,132.5,17.0,1.0,1.0
4.0,95.0,366.0,12.0,6.0,0.0,0.0,0.0,30.0,150.0,90.0,12.0,1.0,2.0
4.0,95.0,324.0,9.0,6.0,0.0,0.0,0.0,30.0,60.0,45.0,9.0,1.0,3.0
4.0,95.0,116.0,6.0,5.0,0.0,0.0,0.0,80.0,160.0,120.0,6.0,1.0,1.0
4.0,95.0,455.0,6.0,1.0,0.0,0.0,0.0,30.0,120.0,75.0,6.0,1.0,2.0
4.0,98.0,322.0,11.0,6.0,0.0,0.0,0.0,10.0,100.0,55.0,11.0,1.0,3.0
4.0,8.0,486.0,9.0,5.0,0.0,0.0,0.0,20.0,100.0,60.0,9.0,1.0,2.0
4.0,8.0,446.0,6.0,4.0,0.0,0.0,0.0,20.0,100.0,60.0,6.0,1.0,2.0
4.0,8.0,55.0,10.0,3.0,0.0,0.0,0.0,50.0,100.0,75.0,10.0,1.0,1.0
4.0,8.0,463.0,8.0,1.0,0.0,0.0,0.0,30.0,100.0,65.0,8.0,1.0,2.0
4.0,8.0,56.0,10.0,3.0,0.0,0.0,0.0,20.0,100.0,60.0,10.0,1.0,1.0
4.0,8.0,130.0,10.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,10.0,1.0,4.0
4.0,16.0,459.0,4.0,0.0,0.0,0.0,0.0,30.0,40.0,35.0,4.0,1.0,0.0
4.0,16.0,458.0,3.0,1.0,0.0,0.0,0.0,30.0,100.0,65.0,3.0,1.0,2.0
4.0,120.0,464.0,6.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,6.0,1.0,0.0
3.0,114.0,316.0,3.0,0.0,0.0,0.0,0.0,70.0,100.0,85.0,3.0,1.0,3.0
3.0,114.0,439.0,15.0,8.0,0.0,0.0,0.0,70.0,120.0,95.0,15.0,1.0,2.0
3.0,114.0,129.0,3.0,2.0,0.0,0.0,0.0,50.0,100.0,75.0,3.0,1.0,1.0
3.0,11.0,67.0,3.0,0.0,0.0,0.0,0.0,100.0,120.0,110.0,3.0,1.0,1.0
3.0,11.0,460.0,3.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3.0,1.0,2.0
3.0,118.0,557.0,11.0,1.0,0.0,0.0,0.0,120.0,120.0,120.0,11.0,1.0,2.0
3.0,118.0,23.0,3.0,0.0,0.0,0.0,0.0,40.0,60.0,50.0,3.0,1.0,1.0
3.0,118.0,453.0,2.0,3.0,0.0,0.0,0.0,10.0,40.0,25.0,2.0,1.0,0.0
3.0,137.0,24.0,18.0,14.0,0.0,0.0,0.0,10.0,200.0,105.0,18.0,1.0,1.0
3.0,137.0,318.0,16.0,7.0,0.0,0.0,0.0,10.0,300.0,155.0,15.0,1.0,2.0
3.0,137.0,370.0,12.0,7.0,0.0,0.0,0.0,40.0,200.0,120.0,12.0,1.0,2.0
3.0,96.0,18.0,10.0,5.0,0.0,0.0,0.0,50.0,100.0,75.0,10.0,1.0,1.0
3.0,96.0,442.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1.0,1.0,0.0
3.0,96.0,368.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1.0,1.0,0.0
3.0,81.0,461.0,6.0,0.0,15.0,0.0,0.0,75.0,135.0,105.0,6.0,1.0,2.0
3.0,81.0,81.0,7.0,1.0,0.0,0.0,0.0,20.0,150.0,85.0,7.0,1.0,1.0
3.0,81.0,317.0,5.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,5.0,1.0,3.0
3.0,80.0,451.0,11.0,3.0,0.0,0.0,0.0,150.0,150.0,150.0,11.0,1.0,2.0
3.0,80.0,74.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,1.0,1.0,4.0
3.0,113.0,489.0,13.0,7.0,0.0,0.0,0.0,15.0,300.0,157.5,13.0,1.0,2.0
3.0,113.0,443.0,13.0,8.0,0.0,0.0,0.0,30.0,150.0,90.0,13.0,1.0,2.0
3.0,113.0,299.0,1.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,1.0,1.0,3.0
3.0,113.0,66.0,5.0,3.0,0.0,0.0,0.0,50.0,100.0,75.0,5.0,1.0,1.0
3.0,113.0,429.0,1.0,4.0,0.0,0.0,0.0,20.0,70.0,45.0,1.0,1.0,2.0
3.0,113.0,90.0,5.0,0.0,0.0,0.0,0.0,30.0,60.0,45.0,5.0,1.0,4.0
3.0,24.0,541.0,7.0,1.0,0.0,0.0,0.0,80.0,100.0,90.0,7.0,1.0,2.0
3.0,24.0,128.0,5.0,1.0,0.0,0.0,0.0,20.0,50.0,35.0,5.0,1.0,4.0
3.0,24.0,516.0,5.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,5.0,1.0,0.0
3.0,24.0,350.0,6.0,1.0,0.0,0.0,0.0,15.0,50.0,32.5,6.0,1.0,3.0
3.0,126.0,311.0,3.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3.0,1.0,3.0
2.0,135.0,450.0,14.0,15.0,0.0,0.0,0.0,50.0,200.0,125.0,14.0,1.0,2.0
2.0,135.0,312.0,16.0,4.0,0.0,0.0,0.0,35.0,250.0,142.5,16.0,1.0,2.0
2.0,85.0,512.0,10.0,3.0,0.0,0.0,0.0,20.0,100.0,60.0,10.0,1.0,2.0
2.0,85.0,520.0,5.0,0.0,0.0,0.0,0.0,40.0,50.0,45.0,5.0,1.0,2.0
2.0,85.0,560.0,5.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,5.0,1.0,0.0
2.0,85.0,117.0,5.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,5.0,1.0,4.0
2.0,85.0,321.0,5.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,5.0,1.0,3.0
2.0,85.0,58.0,5.0,0.0,0.0,0.0,0.0,30.0,40.0,35.0,5.0,1.0,4.0
2.0,85.0,113.0,8.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,8.0,1.0,4.0
2.0,27.0,103.0,2.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,2.0,1.0,4.0
1.0,10.0,484.0,15.0,8.0,0.0,0.0,0.0,20.0,150.0,85.0,15.0,1.0,2.0
1.0,10.0,308.0,15.0,14.0,0.0,0.0,0.0,10.0,70.0,40.0,16.0,1.0,3.0
1.0,10.0,61.0,2.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,2.0,1.0,4.0
1.0,10.0,325.0,14.0,18.0,0.0,0.0,0.0,15.0,150.0,82.5,14.0,1.0,3.0
1.0,10.0,92.0,11.0,7.0,0.0,0.0,0.0,30.0,70.0,50.0,11.0,1.0,4.0
1.0,10.0,60.0,11.0,9.0,0.0,0.0,0.0,10.0,40.0,25.0,11.0,1.0,4.0
1.0,86.0,336.0,9.0,2.0,0.0,0.0,0.0,50.0,150.0,100.0,9.0,1.0,2.0
1.0,86.0,335.0,1.0,0.0,0.0,0.0,0.0,20.0,70.0,45.0,1.0,1.0,3.0
1.0,82.0,329.0,3.0,3.0,0.0,0.0,0.0,10.0,150.0,80.0,3.0,1.0,3.0
1.0,82.0,328.0,11.0,3.0,0.0,0.0,0.0,10.0,100.0,55.0,11.0,1.0,3.0
1.0,82.0,91.0,4.0,1.0,0.0,0.0,0.0,30.0,100.0,65.0,4.0,1.0,1.0
1.0,82.0,518.0,3.0,3.0,0.0,0.0,0.0,30.0,100.0,65.0,3.0,1.0,2.0
1.0,20.0,565.0,11.0,5.0,0.0,0.0,0.0,10.0,60.0,35.0,11.0,1.0,2.0
1.0,20.0,134.0,6.0,2.0,0.0,0.0,0.0,10.0,40.0,25.0,6.0,1.0,4.0
1.0,20.0,110.0,6.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,6.0,1.0,4.0
1.0,20.0,549.0,5.0,0.0,0.0,0.0,0.0,30.0,45.0,37.5,5.0,1.0,2.0
1.0,20.0,543.0,1.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,1.0,1.0,0.0
1.0,20.0,542.0,4.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,4.0,1.0,0.0
1.0,20.0,135.0,6.0,5.0,0.0,0.0,0.0,20.0,60.0,40.0,6.0,1.0,4.0
1.0,79.0,546.0,11.0,12.0,0.0,0.0,0.0,5.0,80.0,42.5,11.0,1.0,2.0
1.0,79.0,302.0,5.0,4.0,0.0,0.0,0.0,30.0,50.0,40.0,5.0,1.0,3.0
1.0,134.0,441.0,5.0,0.0,0.0,0.0,0.0,30.0,60.0,45.0,5.0,1.0,0.0
1.0,134.0,137.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,1.0,1.0,4.0
1.0,112.0,338.0,4.0,1.0,0.0,0.0,0.0,10.0,21.0,15.5,4.0,1.0,0.0
1.0,133.0,456.0,6.0,0.0,0.0,0.0,0.0,20.0,100.0,60.0,6.0,1.0,2.0
6.0,116.0,309.0,12.0,4.0,0.0,0.0,0.0,20.0,100.0,60.0,12.0,1.0,3.0
6.0,116.0,437.0,13.0,3.0,0.0,0.0,0.0,5.0,50.0,27.5,13.0,1.0,0.0
6.0,116.0,448.0,10.0,8.0,0.0,0.0,0.0,5.0,50.0,27.5,10.0,1.0,0.0
6.0,116.0,303.0,13.0,0.0,0.0,0.0,0.0,10.0,35.0,22.5,13.0,1.0,3.0
6.0,116.0,457.0,2.0,450.0,0.0,0.0,0.0,10.0,20.0,15.0,2.0,1.0,0.0
6.0,109.0,423.0,6.0,2.0,0.0,0.0,0.0,10.0,50.0,30.0,6.0,1.0,0.0
6.0,109.0,2.0,3.0,2.0,0.0,0.0,0.0,20.0,60.0,40.0,3.0,1.0,1.0
6.0,84.0,436.0,8.0,7.0,0.0,0.0,0.0,10.0,80.0,45.0,8.0,1.0,2.0
6.0,84.0,333.0,9.0,2.0,0.0,0.0,0.0,25.0,50.0,37.5,9.0,1.0,3.0
6.0,84.0,332.0,6.0,1.0,0.0,0.0,0.0,25.0,50.0,37.5,6.0,1.0,3.0
6.0,136.0,544.0,6.0,6.0,0.0,0.0,0.0,10.0,40.0,25.0,6.0,1.0,0.0
6.0,136.0,319.0,6.0,6.0,0.0,0.0,0.0,15.0,60.0,37.5,6.0,1.0,3.0
6.0,136.0,563.0,5.0,10.0,0.0,0.0,0.0,15.0,85.0,50.0,5.0,1.0,2.0
6.0,136.0,523.0,7.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,7.0,1.0,0.0
6.0,136.0,522.0,5.0,0.0,0.0,0.0,0.0,15.0,60.0,37.5,5.0,1.0,2.0
6.0,136.0,430.0,5.0,4.0,0.0,0.0,0.0,10.0,30.0,20.0,5.0,1.0,0.0
6.0,87.0,481.0,7.0,4.0,0.0,0.0,0.0,20.0,90.0,55.0,7.0,1.0,2.0
6.0,87.0,482.0,5.0,0.0,0.0,0.0,0.0,21.0,90.0,55.5,5.0,1.0,2.0
6.0,87.0,550.0,7.0,6.0,0.0,0.0,0.0,22.0,90.0,56.0,7.0,1.0,2.0
6.0,87.0,551.0,7.0,2.0,0.0,0.0,0.0,23.0,90.0,56.5,7.0,1.0,2.0
6.0,12.0,519.0,3.0,6.0,0.0,0.0,0.0,20.0,90.0,55.0,3.0,1.0,2.0
6.0,12.0,510.0,7.0,8.0,0.0,0.0,0.0,10.0,80.0,45.0,7.0,1.0,2.0
6.0,12.0,511.0,5.0,6.0,0.0,0.0,0.0,10.0,30.0,20.0,5.0,1.0,0.0
6.0,12.0,372.0,7.0,2.0,0.0,0.0,0.0,15.0,40.0,27.5,7.0,1.0,0.0
6.0,12.0,492.0,7.0,2.0,0.0,0.0,0.0,50.0,100.0,75.0,7.0,1.0,2.0
4.0,26.0,305.0,21.0,18.0,0.0,0.0,0.0,30.0,250.0,140.0,21.0,8.0,3.0
4.0,26.0,80.0,2.0,1.0,0.0,0.0,0.0,50.0,150.0,100.0,2.0,2.0,1.0
4.0,26.0,76.0,2.0,0.0,0.0,0.0,0.0,50.0,100.0,75.0,2.0,1.0,1.0
4.0,88.0,57.0,13.0,8.0,0.0,0.0,0.0,50.0,200.0,125.0,13.0,6.0,1.0
4.0,88.0,70.0,20.0,6.0,0.0,0.0,0.0,10.0,200.0,105.0,20.0,5.0,1.0
4.0,88.0,14.0,4.0,1.0,0.0,0.0,0.0,10.0,30.0,20.0,4.0,1.0,4.0
4.0,95.0,366.0,1.0,3.0,0.0,0.0,0.0,20.0,100.0,60.0,1.0,4.0,2.0
4.0,14.0,480.0,1.0,0.0,0.0,0.0,0.0,40.0,75.0,57.5,1.0,3.0,0.0
4.0,8.0,463.0,1.0,2.0,0.0,0.0,0.0,0.0,50.0,25.0,1.0,1.0,3.0
4.0,98.0,322.0,1.0,4.0,0.0,0.0,0.0,0.0,60.0,30.0,1.0,3.0,2.0
3.0,113.0,489.0,9.0,4.0,0.0,0.0,0.0,10.0,120.0,65.0,9.0,4.0,2.0
3.0,113.0,443.0,5.0,1.0,0.0,0.0,0.0,0.0,90.0,45.0,5.0,1.0,1.0
3.0,137.0,24.0,15.0,4.0,0.0,0.0,0.0,10.0,150.0,80.0,15.0,5.0,2.0
3.0,137.0,370.0,6.0,4.0,0.0,0.0,0.0,10.0,100.0,55.0,6.0,3.0,3.0
3.0,137.0,318.0,9.0,7.0,0.0,0.0,0.0,10.0,110.0,60.0,9.0,6.0,2.0
3.0,118.0,557.0,2.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,2.0,1.0,2.0
3.0,118.0,453.0,2.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,2.0,1.0,2.0
3.0,80.0,451.0,12.0,2.0,0.0,0.0,0.0,20.0,100.0,60.0,12.0,3.0,2.0
3.0,81.0,461.0,6.0,0.0,0.0,0.0,0.0,30.0,120.0,75.0,6.0,1.0,1.0
3.0,81.0,81.0,2.0,0.0,0.0,0.0,0.0,10.0,140.0,75.0,2.0,1.0,1.0
3.0,11.0,67.0,5.0,0.0,0.0,0.0,0.0,20.0,130.0,75.0,5.0,2.0,2.0
3.0,11.0,460.0,5.0,0.0,0.0,0.0,0.0,20.0,130.0,75.0,5.0,2.0,2.0
3.0,114.0,439.0,14.0,5.0,0.0,0.0,0.0,10.0,200.0,105.0,14.0,7.0,0.0
2.0,135.0,450.0,6.0,7.0,0.0,0.0,0.0,10.0,60.0,35.0,6.0,4.0,3.0
2.0,135.0,312.0,3.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,3.0,1.0,2.0
1.0,10.0,484.0,11.0,3.0,0.0,0.0,0.0,5.0,80.0,42.5,11.0,2.0,3.0
1.0,10.0,308.0,7.0,0.0,0.0,0.0,0.0,10.0,80.0,45.0,7.0,7.0,4.0
1.0,10.0,61.0,1.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,1.0,1.0,4.0
1.0,10.0,92.0,7.0,5.0,0.0,0.0,0.0,10.0,80.0,45.0,7.0,7.0,4.0
1.0,20.0,134.0,3.0,1.0,0.0,0.0,0.0,20.0,75.0,47.5,3.0,2.0,4.0
1.0,20.0,135.0,2.0,1.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,1.0,2.0
1.0,20.0,565.0,6.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,6.0,4.0,3.0
1.0,86.0,336.0,9.0,2.0,0.0,0.0,0.0,10.0,65.0,37.5,9.0,7.0,3.0
1.0,82.0,328.0,8.0,2.0,0.0,0.0,0.0,5.0,110.0,57.5,8.0,1.0,3.0
1.0,82.0,329.0,9.0,3.0,0.0,0.0,0.0,10.0,100.0,55.0,9.0,10.0,2.0
1.0,79.0,546.0,11.0,9.0,0.0,0.0,0.0,10.0,100.0,55.0,11.0,9.0,2.0
1.0,79.0,509.0,3.0,2.0,0.0,0.0,0.0,10.0,90.0,50.0,3.0,4.0,3.0
6.0,116.0,309.0,4.0,0.0,0.0,0.0,0.0,10.0,80.0,45.0,4.0,5.0,0.0
6.0,116.0,447.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,1.0,5.0,3.0
6.0,116.0,303.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.0,2.0,0.0
6.0,84.0,435.0,1.0,0.0,0.0,0.0,0.0,5.0,40.0,22.5,1.0,16.0,3.0
6.0,84.0,333.0,1.0,0.0,0.0,0.0,0.0,20.0,35.0,27.5,1.0,5.0,3.0
6.0,84.0,332.0,2.0,0.0,0.0,0.0,0.0,5.0,40.0,22.5,2.0,7.0,3.0
4.0,26.0,305.0,8.0,4.0,0.0,0.0,0.0,30.0,200.0,115.0,8.0,7.0,1.0
4.0,88.0,57.0,5.0,0.0,0.0,0.0,0.0,30.0,100.0,65.0,5.0,6.0,1.0
4.0,88.0,70.0,5.0,2.0,0.0,0.0,0.0,10.0,100.0,55.0,5.0,5.0,0.0
4.0,95.0,366.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,1.0,1.0,1.0
4.0,95.0,79.0,2.0,2.0,0.0,0.0,0.0,10.0,200.0,105.0,2.0,5.0,0.0
4.0,95.0,455.0,1.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,1.0,1.0,3.0
4.0,95.0,324.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,1.0,1.0,1.0
3.0,137.0,24.0,2.0,15.0,0.0,0.0,0.0,20.0,60.0,40.0,2.0,2.0,0.0
3.0,114.0,439.0,1.0,1.0,0.0,0.0,0.0,10.0,30.0,20.0,1.0,7.0,3.0
2.0,135.0,312.0,1.0,0.0,0.0,0.0,0.0,20.0,50.0,35.0,1.0,1.0,2.0
1.0,10.0,546.0,1.0,1.0,0.0,0.0,0.0,15.0,60.0,37.5,1.0,15.0,0.0
6.0,87.0,482.0,1.0,0.0,0.0,0.0,0.0,5.0,25.0,15.0,1.0,4.0,0.0
6.0,87.0,337.0,1.0,0.0,0.0,0.0,0.0,10.0,60.0,35.0,1.0,4.0,2.0
6.0,87.0,550.0,1.0,0.0,0.0,0.0,0.0,10.0,40.0,25.0,1.0,4.0,3.0
6.0,87.0,551.0,1.0,0.0,0.0,0.0,0.0,20.0,70.0,45.0,1.0,3.0,4.0
6.0,87.0,348.0,1.0,0.0,0.0,0.0,0.0,20.0,60.0,40.0,1.0,14.0,4.0
4.0,88.0,70.0,1.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,1.0,2.0,1.0
3.0,137.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,2.0,4.0
4.0,26.0,22.0,2.0,0.0,0.0,0.0,0.0,30.0,150.0,90.0,2.0,5.0,1.0
4.0,88.0,57.0,1.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,1.0,4.0,2.0
4.0,88.0,57.0,1.0,0.0,0.0,0.0,0.0,30.0,100.0,65.0,1.0,6.0,3.0
4.0,115.0,440.0,2.0,0.0,0.0,0.0,0.0,10.0,120.0,65.0,2.0,2.0,2.0
4.0,115.0,304.0,2.0,0.0,0.0,0.0,0.0,10.0,120.0,65.0,2.0,2.0,4.0
4.0,14.0,480.0,2.0,1.0,0.0,0.0,0.0,10.0,100.0,55.0,2.0,4.0,1.0
4.0,14.0,82.0,2.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,3.0,0.0
4.0,14.0,62.0,2.0,0.0,0.0,0.0,0.0,10.0,80.0,45.0,2.0,4.0,0.0
3.0,11.0,349.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,1.0,1.0,4.0
3.0,118.0,557.0,1.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,1.0,3.0,0.0
0.0,10.0,92.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,1.0,1.0,3.0
0.0,10.0,484.0,1.0,0.0,0.0,0.0,0.0,20.0,30.0,25.0,1.0,4.0,1.0
0.0,86.0,336.0,1.0,1.0,0.0,0.0,0.0,10.0,50.0,30.0,1.0,3.0,1.0
4.0,88.0,57.0,2.0,0.0,0.0,0.0,0.0,30.0,100.0,65.0,2.0,4.0,2.0
3.0,96.0,18.0,1.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,1.0,1.0,2.0
3.0,96.0,442.0,1.0,0.0,0.0,0.0,0.0,40.0,100.0,70.0,1.0,4.0,3.0
3.0,96.0,547.0,1.0,0.0,0.0,0.0,0.0,40.0,70.0,55.0,1.0,1.0,0.0
3.0,96.0,344.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1.0,4.0,2.0
2.0,135.0,450.0,2.0,0.0,0.0,0.0,0.0,30.0,40.0,35.0,2.0,1.0,2.0
3.0,11.0,460.0,3.0,0.0,0.0,0.0,0.0,70.0,150.0,110.0,3.0,1.0,1.0
3.0,80.0,451.0,1.0,0.0,0.0,0.0,0.0,100.0,150.0,125.0,1.0,1.0,2.0
3.0,81.0,81.0,2.0,0.0,0.0,0.0,0.0,20.0,180.0,100.0,2.0,1.0,2.0
3.0,113.0,443.0,2.0,0.0,0.0,0.0,0.0,50.0,125.0,87.5,2.0,1.0,2.0
3.0,113.0,485.0,4.0,6.0,0.0,0.0,0.0,30.0,150.0,90.0,4.0,1.0,2.0
3.0,114.0,439.0,2.0,0.0,0.0,0.0,0.0,50.0,100.0,75.0,2.0,1.0,1.0
3.0,118.0,449.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,1.0,2.0
3.0,137.0,24.0,1.0,1.0,0.0,0.0,0.0,30.0,200.0,115.0,1.0,1.0,0.0
3.0,137.0,318.0,3.0,0.0,0.0,0.0,0.0,30.0,200.0,115.0,3.0,1.0,1.0
3.0,137.0,370.0,1.0,0.0,0.0,0.0,0.0,20.0,50.0,35.0,1.0,1.0,2.0
4.0,26.0,22.0,6.0,2.0,0.0,0.0,0.0,30.0,400.0,215.0,6.0,1.0,1.0
4.0,26.0,305.0,11.0,6.0,0.0,0.0,0.0,30.0,400.0,215.0,11.0,1.0,1.0
4.0,88.0,57.0,4.0,2.0,0.0,0.0,0.0,70.0,250.0,160.0,4.0,1.0,3.0
4.0,88.0,70.0,2.0,1.0,0.0,0.0,0.0,100.0,200.0,150.0,2.0,1.0,3.0
4.0,115.0,301.0,2.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,2.0,1.0,0.0
6.0,116.0,309.0,2.0,0.0,0.0,0.0,0.0,20.0,60.0,40.0,2.0,1.0,2.0
1.0,20.0,543.0,1.0,0.0,0.0,0.0,0.0,30.0,40.0,35.0,1.0,2.0,4.0
1.0,20.0,564.0,2.0,0.0,0.0,0.0,0.0,20.0,70.0,45.0,2.0,5.0,3.0
1.0,82.0,91.0,2.0,0.0,0.0,0.0,0.0,30.0,70.0,50.0,2.0,6.0,1.0
1.0,82.0,329.0,2.0,0.0,0.0,0.0,0.0,50.0,60.0,55.0,2.0,4.0,3.0
2.0,135.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,1.0,1.0,3.0
2.0,135.0,312.0,1.0,0.0,0.0,0.0,0.0,20.0,55.0,37.5,1.0,5.0,2.0
2.0,135.0,323.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,12.5,1.0,1.0,2.0
2.0,135.0,450.0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,2.0,3.0,0.0
3.0,113.0,485.0,2.0,0.0,0.0,0.0,0.0,50.0,100.0,75.0,2.0,4.0,1.0
3.0,114.0,439.0,1.0,0.0,0.0,0.0,0.0,10.0,60.0,35.0,1.0,1.0,3.0
3.0,137.0,24.0,4.0,1.0,0.0,0.0,0.0,20.0,80.0,50.0,4.0,2.0,1.0
3.0,137.0,318.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,1.0,3.0
4.0,26.0,22.0,4.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,4.0,3.0,1.0
4.0,26.0,305.0,5.0,2.0,0.0,0.0,0.0,30.0,200.0,115.0,5.0,8.0,1.0
4.0,88.0,57.0,4.0,0.0,0.0,0.0,0.0,10.0,150.0,80.0,4.0,4.0,4.0
4.0,88.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,2.0,2.0,0.0
4.0,95.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,1.0,5.0,3.0
6.0,12.0,511.0,2.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,2.0,3.0,0.0
6.0,116.0,309.0,2.0,0.0,0.0,0.0,0.0,40.0,50.0,45.0,2.0,4.0,4.0
6.0,116.0,437.0,1.0,0.0,0.0,0.0,0.0,25.0,55.0,40.0,1.0,1.0,3.0
1.0,10.0,92.0,2.0,0.0,0.0,0.0,0.0,30.0,50.0,40.0,2.0,4.0,3.0
1.0,10.0,308.0,2.0,0.0,0.0,0.0,0.0,20.0,40.0,30.0,2.0,4.0,2.0
1.0,10.0,325.0,2.0,0.0,0.0,0.0,0.0,30.0,70.0,50.0,2.0,7.0,2.0
1.0,10.0,484.0,2.0,0.0,0.0,0.0,0.0,40.0,100.0,70.0,2.0,4.0,4.0
1.0,79.0,546.0,2.0,0.0,0.0,0.0,0.0,20.0,50.0,35.0,2.0,7.0,3.0
1.0,82.0,91.0,2.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,2.0,1.0,3.0
1.0,82.0,329.0,2.0,0.0,0.0,0.0,0.0,30.0,60.0,45.0,2.0,1.0,0.0
1.0,86.0,336.0,2.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,2.0,3.0,4.0
1.0,112.0,339.0,2.0,0.0,0.0,0.0,0.0,15.0,20.0,17.5,2.0,1.0,1.0
2.0,9.0,59.0,2.0,0.0,0.0,0.0,0.0,30.0,40.0,35.0,2.0,1.0,1.0
3.0,137.0,24.0,2.0,0.0,0.0,0.0,0.0,30.0,105.0,67.5,2.0,4.0,3.0
4.0,26.0,22.0,1.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,1.0,1.0,4.0
4.0,26.0,305.0,3.0,0.0,0.0,0.0,0.0,20.0,150.0,85.0,3.0,7.0,3.0
4.0,88.0,57.0,1.0,0.0,0.0,0.0,0.0,15.0,30.0,22.5,1.0,4.0,2.0
6.0,12.0,297.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,2.0,2.0,0.0
6.0,12.0,492.0,2.0,0.0,0.0,0.0,0.0,20.0,60.0,40.0,2.0,7.0,0.0
